Headlines,link,Date
https://www.hindustantimes.com/columns/love-and-longing-in-modern-india/story-WUprf38VxNPDU1btvlu8tO.html,Love and longing in modern India,
https://www.hindustantimes.com/editorials/the-ice-cricket-challenge-may-not-exactly-be-what-cricket-really-needs/story-uLQB2hj73yva3E1fCkWhRJ.html,The Ice Cricket Challenge may not exactly be what cricket really needs ,
https://www.hindustantimes.com/columns/pakoda-is-the-new-chai-the-opposition-learns-from-modi-s-playbook/story-myCIaVZteej7Vs4oo25wTJ.html,Pakoda is the new chai. The Opposition learns from Modi’s playbook | By Barkha Dutt,
https://www.hindustantimes.com/opinion/modi-s-palestine-visit-is-historic-but-will-not-affect-india-israel-ties/story-mljJjcWSzURSVhKgOA6KvI.html,"Modi’s Palestine visit is historic, but will not affect India-Israel ties",
https://www.hindustantimes.com/columns/modi-trudeau-and-trump-the-appeal-of-wave-leaders/story-k3zSy44BXbc8VjW9ALLR9I.html,"Modi, Trudeau and Trump: The appeal of ‘wave’ leaders?",
https://www.hindustantimes.com/opinion/why-shale-may-spoil-opec-s-party-again/story-K5UTw6FiJk3cKaxm7UTLFP.html,Why shale may spoil OPEC’s party again,
https://www.hindustantimes.com/analysis/why-the-competition-commission-of-india-is-wrong-in-penalising-google/story-AgYueA0upbUyS319uQ1n6K.html,Why the Competition Commission of India is wrong in penalising Google,
https://www.hindustantimes.com/tech/reliance-jiophone-now-available-on-mobikwik/story-se0ma1i09K0dSsMLe91RII.html,Reliance JioPhone now available on Mobikwik: Here’s how to book,
https://www.hindustantimes.com/tech/apple-employee-leaks-sensitive-ios-source-codes/story-K7PMcD8uphZGlthZcSa4UI.html,Apple employee leaks sensitive iOS source codes,
https://www.hindustantimes.com/tech/instagram-to-alert-you-when-someone-takes-screenshot-of-your-stories/story-axC62iLrV24ETy4OHPfwSJ.html,"Instagram to alert you when someone takes screenshot of your Stories, but there’s already a workaround",
https://www.hindustantimes.com/tech/whatsapp-payment-feature-these-2-instant-messaging-apps-that-let-you-send-receive-money/story-CGdyxt2tJwIVw4VKnWQgwK.html,"WhatsApp payment feature: These 2 instant messaging apps that let you send, receive money",
https://www.hindustantimes.com/tech/android-messages-could-let-users-send-sms-from-the-web-report/story-UnBQin4bdADI3yTfovH8uN.html,Android Messages could let users send SMS from the web: Report,
https://www.hindustantimes.com/tech/rs-135-86-crore-fine-on-google-too-little-cci/story-A36uaPx48N8CL1Nk9tKl4O.html,Rs 135.86 crore fine on Google too little: CCI,
https://www.hindustantimes.com/tech/google-celebrates-pyeongchang-winter-olympics-2018-with-special-doodles/story-miqeDM29nvBEd0n6b9MUbM.html,Google celebrates PyeongChang Winter Olympics 2018 with special Doodles,
https://www.hindustantimes.com/tech/google-rewarded-3-million-to-bug-bounties-in-2017/story-0rZze84QrlI8dmBYs0OXUM.html,Google rewarded $3 million to bug bounties in 2017,
https://www.hindustantimes.com/tech/xiaomi-nokia-and-others-to-launch-qualcomm-snapdragon-x50-based-5g-phones-by-2019/story-2jAsuf9a1rBXHKIZBqDl6H.html,"Xiaomi, Nokia and others to launch Qualcomm X50-based 5G smartphones by 2019",
https://www.hindustantimes.com/tech/facebook-confirms-testing-downvote-option-but-it-won-t-be-a-dislike-button/story-zrSt5DXP5UjZueJQhQSYTJ.html,"Facebook confirms testing downvote option, but it won’t be a dislike button",
https://www.hindustantimes.com/tech/google-faces-lawsuit-in-us-for-allegedly-selling-defected-pixel-smartphones/story-tM0tRnP9EnIhqCviSzjtxH.html,Google faces lawsuit in US for allegedly selling defected Pixel smartphones,
https://www.hindustantimes.com/tech/google-to-mark-all-http-sites-as-not-secure-https-encryption-explained/story-iDDbe76l91yX47oEWJL8JJ.html,Google to mark all HTTP sites as ‘not secure’: HTTPS encryption explained,
https://www.hindustantimes.com/delhi-news/1-4lakh-cctv-cameras-in-delhi-s-markets-residential-areas-by-october/story-IXqbi0PoXuyu1YFVJJU4LN.html,"1.4lakh CCTV cameras in Delhi’s markets, residential areas by October",
https://www.hindustantimes.com/delhi-news/thursday-was-delhi-s-coldest-february-day-in-4-years-minimum-temperature-fell-to-5-5/story-FA6GZFHXX7hn7qO1gcJ3WI.html,"Thursday was Delhi’s  coldest February day in 4 years, minimum temperature dropped to 5.5  ",
https://www.hindustantimes.com/delhi-news/delhiwale-the-gurdwara-around-the-corner/story-WvElvaek5ut1PO0UxyMQYM.html,Delhiwale: The gurdwara around the corner,
https://www.hindustantimes.com/delhi-news/delhi-biker-dies-after-police-barricade-wire-cuts-through-his-throat/story-CnNvi8ZvUh6T7pYzlBNx7L.html,Delhi biker dies after police barricade wire slits throat,
https://www.hindustantimes.com/delhi-news/delhiwale-the-efficient-trainee/story-GHcpNT56GDgo6kqwljHO9H.html,Delhiwale: The efficient trainee,
https://www.hindustantimes.com/delhi-news/delhiwale-the-basti-s-best-kept-secret/story-6HP59pgLEd88PwrGT2NLXL.html,Delhiwale: The Basti’s best-kept secret,
https://www.hindustantimes.com/delhi-news/delhi-govt-approves-five-depots-for-parking-new-buses/story-E8NacNkT1MdygoSyWrcbLM.html,Delhi govt approves five depots for parking new buses,
https://www.hindustantimes.com/delhi-news/traders-write-to-prime-minister-modi-over-delhi-sealing/story-WbqpzBctXvhgOSm9U5dUzM.html,Traders write to prime minister Modi over Delhi sealing,
https://www.hindustantimes.com/delhi-news/delhi-metro-begins-trail-run-on-a-stretch-of-pink-line/story-8kxl67DaT9wZoAxqsumzUI.html,Delhi Metro begins trail run on a stretch of Pink Line,
https://www.hindustantimes.com/delhi-news/ten-basements-sealed-n-connaught-place-over-illegal-commercial-use/story-kbLYT8gsCf2vFWTkqNKXrI.html,Ten basements sealed in Connaught Place over illegal commercial use,
https://www.hindustantimes.com/delhi-news/abduction-rescue-frustrated-kidnappers-had-scaled-down-ransom-demand-by-half/story-qBuSCtCej4MZjUO23VJzyN.html,Abduction-rescue:‘Frustrated’ kidnappers had scaled down ransom demand by half,
https://www.hindustantimes.com/delhi-news/plants-shrubs-along-500km-roads-to-check-dust-pollution/story-G74IARzEQqnsIt7l9FL67H.html,"Delhi roads to be lined with trees, stonework over 500 km to check dust pollution ",
https://www.hindustantimes.com/opinion/the-party-is-over-india-s-tech-firms-must-re-invent-or-perish/story-o1BncoVuEof8xOo67G44YL.html,The party is over. India’s tech firms must re-invent or perish ,
https://www.hindustantimes.com/opinion/will-china-weaponise-social-media/story-7jOQIAIU2KDH7wWvPji6RN.html,Will China weaponise social media? ,
https://www.hindustantimes.com/opinion/sc-order-on-goa-mining-must-lead-to-a-people-oriented-mineral-policy/story-zrSdPcucvACIZKsTEeZyjI.html,SC order on Goa mining must lead to a people-oriented mineral policy ,
https://www.hindustantimes.com/editorials/to-battle-malnourishment-start-a-mass-awareness-campaign/story-TlvhXUhu4M3PApp7vPnrrN.html,"To battle malnourishment, start a mass awareness campaign",
https://www.hindustantimes.com/opinion/modicare-a-scheme-for-bharat-that-india-might-line-up-to-buy/story-aapKdENtLZCT4S5uoKbxjK.html,Modicare: A scheme for Bharat that India may like to pay for,
https://www.hindustantimes.com/analysis/a-permanent-tribunal-to-adjudicate-river-conflicts-will-not-solve-anything/story-S2HZpmW6OblBrFebVL3ydL.html,A permanent tribunal to adjudicate river conflicts will not solve anything ,
https://www.hindustantimes.com/editorials/india-s-public-healthcare-system-needs-far-more-investment/story-jnQJsBN9h8safprTx4yqQK.html,India’s public healthcare system needs far more investment,
https://www.hindustantimes.com/analysis/union-budget-it-was-slim-pickings-for-the-farmer/story-vXfmyiUoNQVtOhfSEJnsyI.html,Union budget: It was slim pickings for the farmer,
https://www.hindustantimes.com/editorials/falcon-heavy-is-a-game-changer-in-the-space-race/story-o2fXrhgQ0jSA41g16Ba8kJ.html,Falcon Heavy is a game changer in the space race ,
https://www.hindustantimes.com/analysis/a-common-mobility-card-can-help-planners-build-a-better-public-transport-system/story-luVMlZU3wHiWevUU04QIrJ.html,A common mobility card can help planners build a better public transport system,
https://www.hindustantimes.com/opinion/the-steady-but-precarious-move-towards-universal-health-coverage/story-3nVSgwIzeszPCohfaaUlTI.html,The steady but precarious move towards universal health coverage,
https://www.hindustantimes.com/analysis/aadhaar-must-not-be-made-mandatory-for-any-purpose/story-2sDmTvpDCk2jXTPWj5LGKJ.html,Aadhaar must not be made mandatory for any purpose,
https://www.hindustantimes.com/editorials/why-political-parties-are-reluctant-to-ban-khap-panchayats/story-QRTcp7SxNtUpHW8dhqZabN.html,Why political parties are reluctant to ban khap panchayats ,
https://www.hindustantimes.com/tech/hide-and-seek-hns-botnet-could-hit-india-a-severe-blow-bitdefender/story-lG3P57HeMfqhuklVIZ60ZM.html,Hide and Seek (HNS) botnet could hit India a severe blow: Bitdefender,
https://www.hindustantimes.com/tech/panasonic-lumix-gh5s-4k-video-camera-launched-in-india-priced-at-rs-184-990/story-nP5E22fQl8yrhjfeb5ZoCJ.html,"Panasonic LUMIX GH5S 4K video camera launched in India, priced at Rs 184,990",
https://www.hindustantimes.com/tech/vodafone-launches-volte-services-in-delhi-ncr-gujarat-and-mumbai/story-EasWwSozus8VDUAl2Cr9yO.html,Vodafone VoLTE now available in 3 new circles: How to check your phone’s compatibility,
https://www.hindustantimes.com/tech/google-fined-rs-136-crore-by-competition-commission-of-india-for-search-bias/story-YKlXBJPH0vUO4TDsn7IZaP.html,Google fined Rs 136 crore by Competition Commission of India for ‘search bias’,
https://www.hindustantimes.com/tech/bsnl-rolls-out-4g-services-in-india-from-kerala/story-OGkrRGbGt22ea32OYfVJKI.html,BSNL starts 4G services in India from Kerala    ,
https://www.hindustantimes.com/tech/rapoo-vpro-vh150-gaming-headset-launched-in-india-priced-at-rs-2-999/story-5KSomzxwBaAn40mD1og3vM.html,"RAPOO VPRO VH150 gaming headset launched in India, priced at Rs 2,999",
https://www.hindustantimes.com/tech/reliance-jio-will-broadcast-pyeongchang-winter-olympics-2018-in-india/story-jXsv0gfAKLMtFK8IzmkxaN.html,Reliance Jio will broadcast PyeongChang Winter Olympics 2018 in India,
https://www.hindustantimes.com/tech/flipkart-samsung-carnival-sale-here-are-the-top-deals-on-smartphones-audio-devices/story-UuK2KGkyiUwgkRu0tMEGfN.html,"Flipkart Samsung Carnival sale: Here are the top deals on smartphones, audio devices",
https://www.hindustantimes.com/tech/here-s-how-to-create-your-custom-themed-movies-on-google-photos/story-W5pN5H3Gy0ryX56He1piLP.html,Here’s how to create your custom themed movies on Google Photos ,
https://www.hindustantimes.com/tech/more-than-1-billion-smartphones-to-feature-facial-recognition-by-2020-report/story-uz0bjtsrguyKiIyvdebT6J.html,More than 1 billion smartphones to feature facial recognition by 2020: Report,
https://www.hindustantimes.com/tech/whatsapp-s-upi-based-payment-feature-inches-closer-to-official-launch/story-9uhPK5Wpf2wwF6T9IMXoSP.html,WhatsApp’s UPI-based payment feature spotted in latest beta versions,
https://www.hindustantimes.com/tech/deepfakes-explained-how-artificial-intelligence-is-being-misused-to-create-fake-porn-videos/story-uR1slQIbCdzOzuZtGzz8cL.html,Deepfakes explained: How artificial intelligence is being misused to create fake porn videos,
https://www.hindustantimes.com/tech/google-buys-back-nest-labs-alphabet-s-smart-home-unit/story-RauRKyQyKl2FrH9hiCPZgM.html,"Google buys back Nest Labs, Alphabet’s smart home unit",
https://www.hindustantimes.com/delhi-news/delhi-kidnappers-had-initially-planned-to-loot-cash-from-boy-s-house-cops-probe-role-of-insiders/story-qVw8xNaF0vB4m4g4wl66CO.html,"Delhi: Kidnappers had initially planned to loot cash from boy’s house, cops probe role of ‘insiders’",
https://www.hindustantimes.com/delhi-news/delhi-government-to-introduce-daily-happiness-classes-in-schools/story-YBP1cXscMYEVs3ffwXlCpL.html,Delhi government to introduce daily ‘happiness’ classes in schools,
https://www.hindustantimes.com/delhi-news/early-warning-system-for-indoor-pollution-in-public-places-on-anvil/story-ulnOadZWkDTYjvdqiXXrbK.html,Early warning system for indoor pollution in public places on anvil,
https://www.hindustantimes.com/delhi-news/delhi-govt-tells-unrecognised-schools-to-stop-functioning/story-Q0oLuCsIGPfRnt5bshGBHI.html,Delhi govt tells unrecognised schools to stop functioning,
https://www.hindustantimes.com/delhi-news/no-headway-in-delhi-road-rage-murder-case-white-eeco-van-still-untraceable/story-YAclrQOuCTsUW0YsRnzaTK.html,"No headway in Delhi road rage murder case, white Eeco van still untraceable",
https://www.hindustantimes.com/delhi-news/students-protest-sexual-harassment-in-two-delhi-university-colleges/story-sGgEl4FamS1ZsC8mDcKfLJ.html,Students protest sexual harassment in two Delhi University colleges,
https://www.hindustantimes.com/delhi-news/9-days-and-counting-water-crisis-due-to-alarming-ammonia-levels-continues-in-delhi/story-iMG9huxaRqwSDdIhlKNMzN.html,9 days and counting: Water crisis due to alarming ammonia levels continues in Delhi,
https://www.hindustantimes.com/delhi-news/delhi-kidnapping-these-4-panels-show-how-police-rescued-schoolboy/story-BiU0Y6BpkceDoPWeREPTJK.html,Delhi kidnapping: These 4 panels show how police rescued schoolboy ,
https://www.hindustantimes.com/delhi-news/delhi-kidnapper-fell-to-bullets-on-the-day-he-had-to-sit-for-class-10-exam/story-6gYATInVTWZD6mgP5NRyLL.html,‘He never spoke of earning lot of money’: Father of Delhi kidnapper killed in shootout  ,
https://www.hindustantimes.com/delhi-news/18-cops-4-cars-and-90-minute-chase-how-abducted-5-yr-old-was-rescued-by-delhi-police/story-SLLB3gRKa4EpaKaXIDGYhM.html,"18 cops, 4 cars and 90-minute chase: How abducted schoolboy was rescued in Delhi",
https://www.hindustantimes.com/opinion/how-technology-and-innovation-are-improving-vaccine-coverage-in-india/story-x4hVBQv9mk5hn7sXMMVusN.html,How technology and innovation are improving vaccine coverage in India,
https://www.hindustantimes.com/editorials/despite-the-apex-court-s-orders-our-civic-authorities-keep-cutting-corners-on-issues-like-sealing/story-8Pf0pePNprDcHdk0FF9aQM.html,"Despite the apex court’s orders, our civic authorities keep cutting corners on issues like sealing",
https://www.hindustantimes.com/analysis/india-must-play-hardball-if-it-wants-to-be-part-of-the-maldives-return-to-stability/story-sDLbd8jxsnlCqgfbqcyd4I.html,India must play hardball if it wants to be part of the Maldives’ return to stability,
https://www.hindustantimes.com/opinion/aadhaar-like-tags-for-cows-does-govt-s-intent-match-ground-realities/story-mTIYDI1sd0NFGDFf0HAcYP.html,Aadhaar-like tags for cows: Does govt’s intent match ground realities?,
https://www.hindustantimes.com/analysis/how-the-modi-government-s-tribal-outreach-plan-could-eliminate-middlemen/story-ifbssZVu05KpykLItnLzrO.html,Why states must back Modi govt’s new tribal outreach plan ,
https://www.hindustantimes.com/opinion/the-elderly-in-india-deserve-the-right-to-live-with-dignity/story-P5kaFWjYtpDyMF7awz0ypI.html,The elderly in India deserve the right to live with dignity,
https://www.hindustantimes.com/editorials/blaming-just-teachers-for-falling-standards-in-government-schools-is-short-sighted/story-EtsEfPdet3R6PyRdaWhUpI.html,Blaming just teachers for falling standards in government schools is short-sighted ,
https://www.hindustantimes.com/analysis/the-slowdown-in-the-stock-market-may-be-setting-the-stage-for-a-deeper-correction/story-X3N4XTYoNcUtyPM3FV2z8H.html,The slowdown in the stock market may be setting the stage for a deeper correction,
https://www.hindustantimes.com/editorials/india-must-tread-lightly-if-it-is-called-upon-to-resolve-the-crisis-in-the-maldives/story-56qEuSUDa3arlewlSYCqdK.html,India must tread lightly if it is called upon to resolve the crisis in the Maldives,
https://www.hindustantimes.com/columns/metro-matters-how-to-rescue-our-landscapes-from-plastic-packaging-waste/story-nWoRbvTRQqPoSplnSl8OcJ.html,"Metro Matters: How to rescue our landscapes from plastic, packaging waste ",
https://www.hindustantimes.com/editorials/why-the-khattar-government-s-hindi-only-rule-is-exclusionary-and-undemocratic/story-efUcdnksNZgSy2wrWMHftN.html,Why the Khattar government’s Hindi-only rule is exclusionary and undemocratic,
https://www.hindustantimes.com/editorials/supreme-court-rues-lack-of-interest-in-welfare-measures-for-widows/story-4lZeVLhl2fOXL6YfcEkXtN.html,Supreme Court rues lack of interest in welfare measures for widows,
